packet_count,avg_packet_size,duration,failed_logins,data_volume,unusual_port,requests_per_sec,label
0.06274509803921569,0.047741006042658775,0.5555555555555556,0.0,0.2898224556139035,0.0,0.001154016866400355,0
0.8019607843137255,0.929268878306455,0.030303030303030304,0.5555555555555556,0.027256814203550892,1.0,0.26743466623626405,1
0.7901960784313725,0.39271279362919687,0.030303030303030304,0.6666666666666666,0.014753688422105529,0.0,0.26352069294812297,1
0.041176470588235294,0.01494657649365721,0.16161616161616163,0.0,0.9896224056014005,0.0,0.0026706815155550174,0
0.03333333333333333,0.012285405578454521,0.16161616161616163,0.0,0.6779194798699676,0.0,0.0021814348545373848,0
0.08431372549019608,0.09992396654527994,0.14141414141414144,0.0,0.6437859464866217,0.0,0.006130354332751137,0
0.09215686274509804,0.09146024250670295,0.8383838383838385,0.0,0.12340585146286573,0.0,0.0011115761921915964,0
0.49019607843137253,0.3137780623474329,0.010101010101010102,0.1111111111111111,0.016004001000250064,0.0,0.49118347254166156,1
0.08823529411764705,0.07629356917043499,0.33333333333333337,0.0,0.8837209302325583,0.0,0.002707745656541202,0
0.013725490196078431,0.0785545640081636,0.8080808080808082,0.0,0.9684921230307578,0.0,0.00017552354436508897,0
0.8627450980392157,0.6429228860698708,0.0,0.3333333333333333,0.012128032008002002,0.0,0.8630109349150628,1
0.01764705882352941,0.049721877626155514,0.19191919191919193,0.0,0.0843960990247562,0.0,0.0010098178505214737,0
0.043137254901960784,0.09368121973668414,0.7575757575757577,0.0,0.6371592898224557,0.0,0.0005799674508063323,0
0.0,0.051502661170915204,0.9191919191919192,0.0,0.5361340335083772,0.0,1.3302276950745658e-06,0
0.060784313725490195,0.09292088518948338,0.20202020202020204,0.0,0.2998249562390598,0.0,0.0031110035104708876,0
0.5196078431372549,0.45007803433510746,0.010101010101010102,1.0,0.04963740935233809,0.0,0.5205382722027196,1
0.08431372549019608,0.05476409620232903,0.6161616161616162,0.0,0.694298574643661,0.0,0.001391421803549895,0
0.060784313725490195,0.088478930729521,0.7676767676767677,0.0,0.20255063765941486,0.0,0.0008038192564087861,0
0.03529411764705882,0.014526391612309418,0.7676767676767677,0.0,0.5286321580395099,0.0,0.00046907154097566877,0
0.01568627450980392,0.08273640401776783,0.4646464646464647,0.0,0.68192048012003,0.0,0.0003627135711892268,0
0.08431372549019608,0.009684261074872946,0.27272727272727276,0.0,0.361340335083771,0.0,0.0031689882999248286,0
0.0196078431372549,0.022549921965664892,0.11111111111111112,0.0,0.38847211802950743,0.0,0.0019368115240285678,0
0.043137254901960784,0.009784305094241467,0.8989898989898991,0.0,0.9181045261315329,0.0,0.0004855630014594092,0
0.4,0.4584016967465685,0.010101010101010102,0.1111111111111111,0.027756939234808705,1.0,0.40116208691441707,1
0.023529411764705882,0.09768298051142503,0.6060606060606061,0.0,0.4939984996249063,0.0,0.0004038386528399844,0
0.5529411764705883,0.5342750810356558,0.0,1.0,0.04626156539134784,1.0,0.5538070451519187,1
0.056862745098039215,0.01512665572852055,0.16161616161616163,0.0,0.9742435608902227,0.0,0.0036491748375902834,0
0.047058823529411764,0.0749729881147705,0.7070707070707072,0.0,0.49674918729682427,0.0,0.0006787486814117973,0
0.4823529411764706,0.41274160630677503,0.04040404040404041,0.7777777777777777,0.04351087771942986,0.0,0.1208237501513134,1
0.4235294117647059,0.5537436472047702,0.020202020202020204,0.3333333333333333,0.021255313828457117,0.0,0.2123128757616108,1
0.09019607843137256,0.04537996718556165,0.30303030303030304,0.0,0.6271567891972993,0.0,0.003045770622335203,0
0.027450980392156862,0.07607347232782424,0.6464646464646465,0.0,0.7826956739184797,0.0,0.0004384936246620667,0
0.6392156862745098,0.5628876705750531,0.030303030303030304,0.4444444444444444,0.013003250812703177,0.0,0.21329136908364604,1
0.03137254901960784,0.041038056744967785,0.4444444444444445,0.0,0.2380595148787197,0.0,0.0007359333560761959,0
0.6078431372549019,0.6393613189803514,0.04040404040404041,0.2222222222222222,0.0568892223055764,0.0,0.1521355364564419,1
0.7843137254901961,0.7164152226979872,0.020202020202020204,0.6666666666666666,0.05488872218054514,1.0,0.3923556470160997,1
0.06862745098039216,0.03819680659490176,0.25252525252525254,0.0,0.3653413353338335,0.0,0.0027978856474196023,0
0.9431372549019608,0.5177077914282285,0.010101010101010102,1.0,0.06226556639159791,1.0,0.9432473873219546,1
0.052941176470588235,0.04397935091440234,0.12121212121212122,0.0,0.43510877719429863,0.0,0.004546127049455944,0
0.027450980392156862,0.01594701668734243,0.5555555555555556,0.0,0.09777444361090273,0.0,0.00051354851015909,0
0.592156862745098,0.21747568930329347,0.04040404040404041,0.3333333333333333,0.007876969242310579,0.0,0.14822156316830085,1
0.0058823529411764705,0.07653367481691944,0.4646464646464647,0.0,0.15941485371342837,0.0,0.00014999763161634288,0
0.07254901960784313,0.015927007883468725,0.6565656565656566,0.0,0.3092023005751438,0.0,0.0011239093795685007,0
0.8333333333333334,0.1218936331986074,0.04040404040404041,0.6666666666666666,0.049762440610152545,0.0,0.2083989024734697,1
0.5,0.7349833926927849,0.0,0.7777777777777777,0.025756439109777447,0.0,0.5009684057620143,1
0.9509803921568627,0.1670935211493057,0.010101010101010102,0.5555555555555556,0.0412603150787697,1.0,0.9510753338982367,1
0.01764705882352941,0.0636680139261275,0.98989898989899,0.0,0.33045761440360094,0.0,0.00017951739465911046,0
0.00980392156862745,0.0798951538677018,0.9090909090909092,0.0,0.20092523130782697,0.0,0.00011029065622940457,0
0.023529411764705882,0.04554003761655129,0.20202020202020204,0.0,0.961115278819705,0.0,0.0012518661986038815,0
0.043137254901960784,0.03991756372804034,0.07070707070707072,0.0,0.12978244561140287,0.0,0.006409923853332641,0
0.049019607843137254,0.09188042738805074,0.8181818181818182,0.0,0.19154788697174296,0.0,0.0006079934323757375,0
0.8,0.8489335307535316,0.030303030303030304,0.4444444444444444,0.012253063265816455,0.0,0.26678233735490725,1
0.08039215686274509,0.02471087278402497,0.9393939393939394,0.0,0.8794698674668668,0.0,0.0008636252998608568,0
0.00392156862745098,0.05900596262355437,0.07070707070707072,0.0,0.558139534883721,0.0,0.0008185334417025495,0
0.6666666666666666,0.6488855096242347,0.010101010101010102,0.7777777777777777,0.05576394098524632,1.0,0.6673122705080096,1
0.7784313725490196,0.6020448997558927,0.0,0.7777777777777777,0.038009502375593904,1.0,0.7788605092200298,1
0.8392156862745098,0.2889671455440394,0.020202020202020204,0.8888888888888888,0.0412603150787697,1.0,0.41975346003308717,1
0.09411764705882353,0.020168874304694065,0.37373737373737376,0.0,0.187421855463866,0.0,0.0025715098950784706,0
0.08627450980392157,0.04339909560206491,0.2828282828282829,0.0,0.8867216804201051,0.0,0.0031249819864999626,0
0.43333333333333335,0.25623274240665894,0.010101010101010102,0.6666666666666666,0.009502375593898476,0.0,0.4344308598636161,1
0.06862745098039216,0.04235863780063228,0.6464646464646465,0.0,0.4621155288822206,0.0,0.0010806298672477101,0
0.6392156862745098,0.7077714194245469,0.030303030303030304,0.7777777777777777,0.04038509627406852,0.0,0.21329136908364604,1
0.060784313725490195,0.023330265316739367,0.38383838383838387,0.0,0.8364591147786947,0.0,0.0016278136328595364,0
0.047058823529411764,0.06436832206170716,0.22222222222222224,0.0,0.2713178294573644,0.0,0.002203673339129095,0
0.0392156862745098,0.08487734603225419,0.2828282828282829,0.0,0.05913978494623656,0.0,0.0014475648630109348,0
0.00196078431372549,0.0848973548361279,0.6060606060606061,0.0,0.07064266066516629,0.0,4.5057768093720164e-05,0
0.6431372549019608,0.1842610748729441,0.010101010101010102,0.3333333333333333,0.02413103275818955,0.0,0.6438284307791632,1
0.08039215686274509,0.07537316419224459,0.7575757575757577,0.0,0.6331582895723932,0.0,0.0010757374006375338,0
0.09215686274509804,0.06740966025051023,0.9393939393939394,0.0,0.8927231807951989,0.0,0.0009898825027041167,0
0.07254901960784313,0.07247188763055745,0.5353535353535354,0.0,0.3160790197549388,0.0,0.001382947379480304,0
0.07058823529411765,0.03201408619792709,0.16161616161616163,0.0,0.99774943735934,0.0,0.0045053564943711415,0
0.029411764705882353,0.029372924086598105,0.8484848484848485,0.0,0.8694673668417106,0.0,0.00035258424073337515,0
0.8098039215686275,0.1250150066029053,0.020202020202020204,0.5555555555555556,0.052013003250812706,0.0,0.40507606020255815,1
0.6549019607843137,0.1915442794829725,0.04040404040404041,0.8888888888888888,0.027131782945736437,1.0,0.16387745632086512,1
0.9470588235294117,0.9848133178598585,0.020202020202020204,1.0,0.03750937734433609,0.0,0.4735705927450268,1
0.06274509803921569,0.0026611709152026893,0.42424242424242425,0.0,0.10940235058764693,0.0,0.001517457243156311,0
0.054901960784313725,0.0316339189243267,0.5555555555555556,0.0,0.39047261815453865,0.0,0.0010116905650134071,0
